X,Y,OBJECTID,NOMBRE,ID,EXTERNO,DIRECCION,LOCALIDAD,ZONA_PLANEAMIENTO,EQUIPO,INTERSECCIONES_POR_EQUIPO,UBICACION,FECHA_INSTALACION,OPERACION,ZONA_AUTOMATICO,FUNCIONAMIENTO,IMPLEMENTACION,TIPO_INTER,GRUPOS_VEHICULARES,GRUPOS_BRT,GRUPOS_PEATONALES,GRUPOS_SONOROS,GRUPOS_CICLISTAS,FECHA_VIGENCIA,FUNCION_DETECTORES,DIRECCION_LARGA,BARRIO,CORREDOR,CLASIFICACION_INTERSECCION,ANO_INSTALACION,NOM_ESQUEMA,NOM_PLANEAMIENTO,NOM_ELECTRICO,URL_ESQUEMA,URL_PLANEAMIENTO,URL_NOM_ELECTRICO,GLOBALID
-74.0655819839999,4.63719399200005,609,2056,274,2056,KR 13 X CL 50,CHAPINERO,CENTRO 1,ACTROS,DOBLE,NO,8/03/1993,NORMAL,2801,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1,3",N/A,"21,23",N/A,NO,2021/01/08 00:00:01+00,N/A,KR 13 X CL 50,CEDRITOS,NO,PEQUEÑA,1993,2056_20210108_Esquema.pdf,2056_20210108_Planeamiento.pdf,2056_20210108_Electrico.pdf,,,,8da2e37f-bbbb-4e6e-9758-0619fec71821
-74.065729947,4.63623186500007,610,2056,274,2056,KR 13 X CL 50,CHAPINERO,CENTRO 1,ACTROS,DOBLE,SI,8/03/1993,NORMAL,2801,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","4,11",N/A,24211,N/A,NO,2021/01/08 00:00:01+00,N/A,KR 13 X CL 49,SAN BERNARDINO,NO,PEQUEÑA,1993,2056_20210108_Esquema.pdf,2056_20210108_Planeamiento.pdf,2056_20210108_Electrico.pdf,,,,0719780d-bf39-4471-a7d5-2f9e7d7f6da6
-74.066074182,4.63420544700006,611,2057,286,2057,KR 13 X CL 47,CHAPINERO,CENTRO 1,ACTROS,DOBLE,SI,9/09/1987,NORMAL,2801,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1,4A",N/A,"21,24A",N/A,NO,2021/01/13 00:00:01+00,"Brechas, Fases por demanda",KR 13 X CL 47,LA CAPUCHINA,NO,PEQUEÑA,1987,2057_20210113_Esquema.pdf,2057_20210113_Planeamiento.pdf,2057_20210113_Electrico.pdf,https://drive.google.com/file/d/1GoTS2X3DjZ1eYSy_E6z4MbTeAqB1SvG9/preview?usp=drivesdk,https://drive.google.com/file/d/1wtAoS8-PghsyqCsATLz3McTASg40BheT/preview?usp=drivesdk,,cf43446b-c059-4993-987e-e5efa1615d39
-74.0662671549999,4.63311596900007,612,2057,286,2057,KR 13 X CL 47,CHAPINERO,CENTRO 1,ACTROS,DOBLE,NO,9/09/1987,NORMAL,2801,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL","4,11,93",N/A,"24,211,293",N/A,NO,2021/01/13 00:00:01+00,"Brechas, Fases por demanda",KR 13 X CL 46,SANTA BARBARA CENTRAL,NO,PEQUEÑA,1987,2057_20210113_Esquema.pdf,2057_20210113_Planeamiento.pdf,2057_20210113_Electrico.pdf,https://drive.google.com/file/d/1GoTS2X3DjZ1eYSy_E6z4MbTeAqB1SvG9/preview?usp=drivesdk,https://drive.google.com/file/d/1wtAoS8-PghsyqCsATLz3McTASg40BheT/preview?usp=drivesdk,,79db938d-827f-4511-ab5c-8f98c05c290a
-74.066430423,4.63217962400006,613,2058,293,2058,KR 13 X AC 45,CHAPINERO,CENTRO 1,C900,SENCILLA,SI,30/06/1988,NORMAL,2801,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1,3,4",N/A,"21,23,24,31,33,34",721.723.724.731.733.000,NO,2021/01/09 00:00:01+00,"Conteo, Brechas, Cola - Siguiente Intersección, Activación de sonoros",KR 13 X AV FRANCISCO MIRANDA (AC 45),ALTOS DE CHOZICA,NO,MEDIANA,1988,2058_20210109_Esquema.pdf,2058_20210109_Planeamiento.pdf,2058_20210109_Electrico.pdf,https://drive.google.com/file/d/1b0FoqH0JhUG9OLRi5gLcz4bLFfW7XN2t/preview?usp=drivesdk,https://drive.google.com/file/d/1LO3hhwg1Gl15SxhO2AMzhc6AoRbKgqF2/preview?usp=drivesdk,,69d94c98-caff-4ef5-a8ae-19bfc585f1b7
-74.067248451,4.62721647200004,614,2059,310,2059,KR 13 X DG 40A,SANTA FE,CENTRO 1,C900,SENCILLA,SI,16/07/1979,NORMAL,2802,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, BICIUSUARIOS","1,3,4,8",N/A,"21,23,24,31,33,34",N/A,"43, 44",2022/08/09 00:00:01+00,N/A,KR 13 X DG 40A,RESTREPO,NO,GRANDE,1979,2059_20220809_Esquema.pdf,2059_20220809_Planeamiento.pdf,2059_20220809_Electrico.pdf,,,,dc76a06c-4347-44d8-909a-60ad58622254
-74.067611278,4.62509890000007,615,2060,317,2060,KR 13 X CL 37,SANTA FE,CENTRO 1,C900,SENCILLA,SI,9/09/1993,NORMAL,2802,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1,4",N/A,"21,24",N/A,NO,2021/01/22 00:00:01+00,N/A,KR 13 X CL 37,PALOQUEMAO,NO,PEQUEÑA,1993,2060_20210122_Esquema.pdf,2060_20210122_Planeamiento.pdf,2060_20210122_Electrico.pdf,https://drive.google.com/file/d/1tsvv4vIugTFf1yeN1ukY-LWzaY2mMuBg/preview?usp=drivesdk,https://drive.google.com/file/d/1PZjY2ozrJr6Bt7gq-Ux6xgxS1Ux6_3Gg/preview?usp=drivesdk,,a0c4cfa3-fcb2-448d-8451-ff5b91a9334d
-74.068141813,4.62197057700007,616,2061,325,2061,KR 13 X CL 34,SANTA FE,CENTRO 1,C900,DOBLE,NO,5/01/1998,NORMAL,2802,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1,3",N/A,"21,23",722,NO,2021/01/22 00:00:01+00,"Conteo, Brechas, Activación de sonoros",KR 13 X AV TEUSAQUILLO (CL 34),LA PAZ BOSA,AV. CARRERA 7,PEQUEÑA,1998,2061_20210122_Esquema.pdf,2061_20210122_Planeamiento.pdf,2061_20210122_Electrico.pdf,https://drive.google.com/file/d/14BrPFNL3dfOu2ckmbr3gYXDyLWN_rboO/preview?usp=drivesdk,https://drive.google.com/file/d/1Mbx73TVG6t3luQZumFb1ZPqSOI_8FqQM/preview?usp=drivesdk,,93bf6c24-540a-4705-a743-8f88ec35f309
-74.068427517,4.62028189900008,617,2061,325,2061,KR 13 X CL 34,SANTA FE,CENTRO 1,C900,DOBLE,SI,5/01/1998,NORMAL,2802,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL","4,11,61",N/A,"24,34,211",N/A,NO,2021/01/22 00:00:01+00,Brechas,KR 13 X CL 33,LAS ACACIAS,AV. CARRERA 7,PEQUEÑA,1998,2061_20210122_Esquema.pdf,2061_20210122_Planeamiento.pdf,2061_20210122_Electrico.pdf,https://drive.google.com/file/d/14BrPFNL3dfOu2ckmbr3gYXDyLWN_rboO/preview?usp=drivesdk,https://drive.google.com/file/d/1Mbx73TVG6t3luQZumFb1ZPqSOI_8FqQM/preview?usp=drivesdk,,a9aa4bb9-dcb2-47b8-a797-d4b7bbddcdb7
-74.0684832049999,4.61735485000003,618,2062,339,2062,AK 7 X CL 31,SANTA FE,CENTRO 1,C900,DOBLE,SI,9/09/1993,NORMAL,2802,RP-TF,DEFINITIVA,EXCLUSIVA PEATONAL,2,N/A,22 (Exc),N/A,NO,2021/01/22 00:00:01+00,N/A,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 31,EL DORADO,AV. CARRERA 7,PEQUEÑA,1993,2062_20210122_Esquema.pdf,2062_20210122_Planeamiento.pdf,2062_20210122_Electrico.pdf,https://drive.google.com/file/d/1vxL-AfiHbp8vcroJViTez5qsJxvbz1os/preview?usp=drivesdk,https://drive.google.com/file/d/19H6JB8oei1oYpYMwl9gu8WJv-YcLloyi/preview?usp=drivesdk,,7b27a4bd-b8f8-417a-a6ae-5ed799788229
-74.068775505,4.61769222100003,619,2062,339,2062,AK 7 X CL 31,SANTA FE,CENTRO 1,C900,DOBLE,NO,9/09/1993,NORMAL,2802,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1,1A,4,93",N/A,"21,21A,24,293,31,34",N/A,NO,2021/01/22 00:00:01+00,N/A,AV ALBERTO LLERAS CAMARGO (AK 7) Y KR 13 X CL 32,MARLY,NO,MEDIANA,1993,2062_20210122_Esquema.pdf,2062_20210122_Planeamiento.pdf,2062_20210122_Electrico.pdf,https://drive.google.com/file/d/1vxL-AfiHbp8vcroJViTez5qsJxvbz1os/preview?usp=drivesdk,https://drive.google.com/file/d/19H6JB8oei1oYpYMwl9gu8WJv-YcLloyi/preview?usp=drivesdk,,4f097c1f-b03e-4f9c-b134-c099086c6a06
-74.072578924,4.61132768400006,620,2064,427,2064,KR 13 X CL 24,SANTA FE,CENTRO 1,C900,DOBLE,NO,6/12/1993,NORMAL,2702,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1,3",N/A,"21,23,31",N/A,NO,2021/01/28 00:00:01+00,N/A,KR 13 X CL 24,QUESADA,NO,PEQUEÑA,1993,2064_20210128_Esquema.pdf,2064_20210128_Planeamiento.pdf,2064_20210128_Electrico.pdf,,,,56ac7d88-fbdd-437c-a485-69f0802a6292
-74.0732479719999,4.61049597400006,621,2064,427,2064,KR 13 X CL 24,SANTA FE,CENTRO 1,C900,DOBLE,SI,6/12/1993,NORMAL,2702,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","3A,11",N/A,"23A,211",N/A,NO,2021/01/28 00:00:01+00,N/A,KR 13 X CL 23,PROVIVIENDA,NO,PEQUEÑA,1993,2064_20210128_Esquema.pdf,2064_20210128_Planeamiento.pdf,2064_20210128_Electrico.pdf,,,,1a1c9d2b-f605-4b8a-8295-ecc9bb0cd95b
-74.073799392,4.60981773100002,622,2065,455,2065,KR 13 X CL 22,SANTA FE,CENTRO 1,C900,DOBLE,SI,10/04/1995,NORMAL,2702,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1,4A,8",N/A,"21,24A,31",N/A,NO,2021/01/28 00:00:01+00,N/A,KR 13 X CL 22,PUENTE ARANDA,NO,PEQUEÑA,1995,2065_20210128_Esquema.pdf,2065_20210128_Planeamiento.pdf,2065_20210128_Electrico.pdf,,,,75244910-7586-4883-aa18-2b385f1eb277
-74.0746737119999,4.60878898600004,623,2065,455,2065,KR 13 X CL 22,SANTA FE,CENTRO 1,C900,DOBLE,NO,10/04/1995,NORMAL,2702,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","4,11",N/A,211,N/A,NO,2021/01/28 00:00:01+00,N/A,KR 13 X CL 20,PORTALES DEL NORTE,NO,PEQUEÑA,1995,2065_20210128_Esquema.pdf,2065_20210128_Planeamiento.pdf,2065_20210128_Electrico.pdf,,,,ca76a08a-8a20-456d-bb9d-01e5fdaa10c4
-74.075311712,4.60799497300007,624,2067,485,2067,KR 13 X AC 19,SANTA FE,CENTRO 1,C900,SENCILLA,SI,2/03/1997,NORMAL,2702,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1,3,4",N/A,"21,23,31,34",N/A,NO,2021/01/28 00:00:01+00,N/A,KR 13 X AV CIUDAD DE LIMA (AC 19),BELEN,AV. CARACAS,GRANDE,1997,2067_20210128_Esquema.pdf,2067_20210128_Planeamiento.pdf,2067_20210128_Electrico.pdf,,,,033883a4-3f55-42f7-bb95-da81a2d08073
-74.0765414649999,4.60632585300004,625,2068,506,2068,KR 13 X CL 17,SANTA FE,CENTRO 1,C900,SENCILLA,SI,5/12/1994,NORMAL,2702,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1,4",N/A,"21,24",N/A,NO,2021/01/29 00:00:01+00,N/A,KR 13 X CL 17,CAMPIN, ,PEQUEÑA,1994,2068_20210129_Esquema.pdf,2068_20210129_Planeamiento.pdf,2068_20210129_Electrico.pdf,https://drive.google.com/file/d/1ETpwCjiv07D8BNeG3qOf-pL2Ed21MzeM/preview?usp=drivesdk,https://drive.google.com/file/d/1DpH0XRhktBw1Z6J3poIbjAQAQMnZee09/preview?usp=drivesdk,,a730ad70-88e2-4574-a1db-e244516b3c1a
-74.078303029,4.60243311700003,626,2070,521,2070,KR 12 X CL 13,SANTA FE,CENTRO 1,C900,DOBLE,NO,9/03/1993,NORMAL,2702,RP-TF,DEFINITIVA,EXCLUSIVA PEATONAL,7,"3B,4B","23,24 (Exc)",N/A,NO,2021/01/29 00:00:01+00,N/A,KR 12 X AV JIMÉNEZ (CL 13),LA SOLEDAD,AV. CARACAS,PEQUEÑA,1993,2070_20210129_Esquema.pdf,2070_20210129_Planeamiento.pdf,2070_20210129_Electrico.pdf,,,,b4a90718-dab2-427d-8376-1d46fe0ca8cf
-74.07894893,4.60316339000002,627,2070,521,2070,KR 12 X CL 13,SANTA FE,CENTRO 1,C900,DOBLE,SI,9/03/1993,NORMAL,2702,RP-TF,DEFINITIVA,EXCLUSIVA PEATONAL,"5,91",N/A,21 (Exc),N/A,NO,2021/01/29 00:00:01+00,N/A,KR 13 X AV JIMÉNEZ (CL 13),CIUDAD DE CALI, ,PEQUEÑA,1993,2070_20210129_Esquema.pdf,2070_20210129_Planeamiento.pdf,2070_20210129_Electrico.pdf,,,,83971add-4a35-4bd6-a928-cb9b113b7277
-74.064637476,4.64958883800006,628,2074,261,2074,AK 14 X AC 63,BARRIOS UNIDOS,CENTRO 1,C900,SENCILLA,SI,9/04/1997,NORMAL,1905,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,3","1B,2B","22,23,31",N/A,NO,2021/08/27 00:00:01+00,"Conteo, Brechas",AV CARACAS (AK 14) X AV JOSE CELESTINO MUTIS (AC 63),SANTA INES,AV. CARACAS,GRANDE,1997,2074_20210827_Esquema.pdf,2074_20210827_Planeamiento.pdf,2074_20210827_Electrico.pdf,https://drive.google.com/file/d/1Wlr220VOWMcZSEEcecxYHaSA0QEyq_Wg/preview?usp=drivesdk,https://drive.google.com/file/d/1v0xjMwm7w2AEe31S0gVnmTzf78xCz-KI/preview?usp=drivesdk,,227b958b-dc5b-419f-9b8b-23923aea3bd7
-74.065080366,4.64711705900004,629,2075,270,2075,AK 14 X CL 60,TEUSAQUILLO,CENTRO 1,C900,SENCILLA,SI,12/05/1986,NORMAL,2801,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,4","1B,2B","21,24,32",N/A,NO,2021/01/09 00:00:01+00,"Conteo, Brechas",AV CARACAS (AK 14) X CL 60,SAN PATRICIO,AV. CARACAS,GRANDE,1986,2075_20210109_Esquema.pdf,2075_20210109_Planeamiento.pdf,2075_20210109_Electrico.pdf,,,,aa1846fe-4e7d-4839-bb7d-1248911db9e0
-74.065648773,4.64404417300005,630,2076,275,2076,AK 14 X AC 57,TEUSAQUILLO,CENTRO 1,C900,SENCILLA,SI,12/06/1997,NORMAL,2801,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,3,4,791A","1B,2B","21,22,23,31,32",722.723.731,NO,2021/09/02 00:00:01+00,"Conteo, Brechas, Fases por demanda invidentes",AV CARACAS (AK 14) X AV GILBERTO ALZATE AVENDAÑO (AC 57),OLAYA,AV. CARACAS,GRANDE,1997,2076_20210902_Esquema.pdf,2076_20210902_Planeamiento.pdf,2076_20210902_Electrico.pdf,https://drive.google.com/file/d/1RvAHSShBncp_0wefPuyaDCpMBWv9liEH/preview?usp=drivesdk,https://drive.google.com/file/d/1hHTJYkW_xxhfrpQE9aURv9gqMk8jpa3X/preview?usp=drivesdk,,7f40fa1d-d5e3-4cdb-b8c7-aaf0652d7529
-74.066022747,4.64187045000006,631,2077,284,2077,AK 14 X CL 54A,TEUSAQUILLO,CENTRO 1,C900,DOBLE,NO,28/12/2000,NORMAL,2801,R-TA,DEFINITIVA,EXCLUSIVA PEATONAL,"1A,12A","1B,12B","21,212 (Exc)",N/A,NO,2021/09/02 00:00:01+00,N/A,AV CARACAS (AK 14) X CL 54A,MARLY,AV. CARACAS,MEDIANA,2000,2077_20210902_Esquema.pdf,2077_20210902_Planeamiento.pdf,2077_20210902_Electrico.pdf,https://drive.google.com/file/d/1s43hhGrnGH70J8XiJi9AeAO7r2KmVkqL/preview?usp=drivesdk,https://drive.google.com/file/d/1XAn3QMvAojBfPZwLfmBgWvdvZf5cXH7V/preview?usp=drivesdk,,70834b19-0690-4e18-a085-6cec65b274a6
-74.066288748,4.64036914400003,632,2077,284,2077,AK 14 X CL 54A,TEUSAQUILLO,CENTRO 1,C900,DOBLE,SI,28/12/2000,NORMAL,2801,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL","2A,3,4,11A,7911A","2B,11B","22,23,24,33,311",7.227.237.311,NO,2021/01/09 00:00:01+00,"Conteo, Brechas, Cola - Siguiente Intersección, Activación de sonoros",AV CARACAS (AK 14) X AV PABLO VI (AC 53),SANTA BARBARA OCCIDENTAL,AV. CARACAS,GRANDE,2000,2077_20210109_Esquema.pdf,2077_20210109_Planeamiento.pdf,2077_20210109_Electrico.pdf,,,,0d85171f-9c2c-4d06-ab45-447aae643f41
-74.06697745,4.63642762000006,633,2078,305,2078,AK 14 X CL 49,TEUSAQUILLO,CENTRO 1,C900,SENCILLA,SI,24/04/1987,NORMAL,2801,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,4","1B,2B","21,22,24,31,32",N/A,NO,2021/01/09 00:00:01+00,N/A,AV CARACAS (AK 14) X CL 49,CHICALA,AV. CARACAS,MEDIANA,1987,2078_20210109_Esquema.pdf,2078_20210109_Planeamiento.pdf,2078_20210109_Electrico.pdf,,,,07a434bb-8865-4a67-8ce3-8c46aea7c336
-74.0676851389999,4.63250875700004,634,2079,321,2079,AK 14 X AC 45,TEUSAQUILLO,CENTRO 1,C900,SENCILLA,SI,10/04/1997,NORMAL,2801,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,3,4","1B,2B","21,22,23,24,31,32,33,34",N/A,NO,2021/08/25 00:00:01+00,"Conteo, Brechas, Cola - Siguiente Intersección",AV CARACAS (AK 14) X AV FRANCISCO MIRANDA (AC 45),CIUDAD KENNEDY ORIENTAL,AV. CARACAS,GRANDE,1997,2079_20210825_Esquema.pdf,2079_20210825_Planeamiento.pdf,2079_20210825_Electrico.pdf,https://drive.google.com/file/d/15bD-sCmXWNtSQscpuFp_o88XaSdVjfQt/preview?usp=drivesdk,https://drive.google.com/file/d/1QUgM6TuSJahmEhLXgAY786iVS3nDxAwh/preview?usp=drivesdk,,f3ae95a0-0d20-4353-a4d7-0d110c8a0e8d
-74.068512106,4.62791633600006,635,2080,334,2080,AK 14 X DG 40A,SANTA FE,CENTRO 1,C900,SENCILLA,SI,1/05/1997,NORMAL,2802,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, BICIUSUARIOS","1A,2A,3,4","1B,2B","21,22,23,24,31,32,33,34",723,"43, 44",2022/08/09 00:00:01+00," Brechas, Activación de sonoros, fases por demanda peatonal",AV CARACAS (AK 14) X DG 40A,LA PRADERA NORTE,AV. CARACAS,GRANDE,1997,2080_20220809_Esquema.pdf,2080_20220809_Planeamiento.pdf,2080_20220809_Electrico.pdf,,,,5ddf8bbe-7821-46ec-8339-7f607b7a6b69
-74.069440492,4.62274040800003,636,2081,356,2081,AK 14 X AC 34,SANTA FE,CENTRO 1,C900,SENCILLA,SI,6/01/1998,NORMAL,2802,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,3,91","1B,2B","22,23,31,391",N/A,NO,2021/08/25 00:00:01+00,"Conteo, Brechas, Cola - Siguiente Intersección",AV CARACAS (AK 14) X AV TEUSAQUILLO (AC 34),PALERMO,AV. CARACAS,GRANDE,1998,2081_20210825_Esquema.pdf,2081_20210825_Planeamiento.pdf,2081_20210825_Electrico.pdf,,,,39fe269c-644a-4fd6-b610-45248d2fda9b
-74.069587425,4.61966547300005,637,2082,374,2082,AK 14 X AC 32,SANTA FE,CENTRO 1,C900,DOBLE,NO,1/03/2010,NORMAL,2802,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1C,4,13",N/A,"21C,24,31C,213","721C,724,731C,7213",NO,2021/01/22 00:00:01+00,Activación de sonoros,KR 13A X CL 32,LOS CEREZOS,AV. CARACAS,MEDIANA,2010,2082_20210122_Esquema.pdf,2082_20210122_Planeamiento.pdf,2082_20210122_Electrico.pdf,https://drive.google.com/file/d/1wnYF3eGHm7Rkf5hgsOylHG0arEuEmIn5/preview?usp=drivesdk,https://drive.google.com/file/d/1cXU4obWUYdn8MJ9oFtc9XE6RJUhCBPF4/preview?usp=drivesdk,,634bba40-cbd8-45a7-a384-5b56af39b94a
-74.070238596,4.62031452900004,638,2082,374,2082,AK 14 X AC 32,SANTA FE,CENTRO 1,C900,DOBLE,SI,6/06/2005,NORMAL,2802,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,3,14","1B,2B","21,22,31,32",N/A,NO,2021/01/22 00:00:01+00,Conteo,AV CARACAS (AK 14) X AC 32,RESTREPO,AV. CARACAS,GRANDE,2005,2082_20210122_Esquema.pdf,2082_20210122_Planeamiento.pdf,2082_20210122_Electrico.pdf,https://drive.google.com/file/d/1wnYF3eGHm7Rkf5hgsOylHG0arEuEmIn5/preview?usp=drivesdk,https://drive.google.com/file/d/1cXU4obWUYdn8MJ9oFtc9XE6RJUhCBPF4/preview?usp=drivesdk,,4ade0ed1-77f0-4c0c-a97e-ca6df5b7e481
-74.0717033029999,4.61757736700002,639,2083,405,2083,AK 14 X DG 30,SANTA FE,CENTRO 1,C900,SENCILLA,SI,15/01/2001,NORMAL,2802,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,4","1B,2B","21,22,24,31,32,34,54",721.724.731.734,NO,2021/01/22 00:00:01+00,"Conteo, Brechas, Activación de sonoros",AV CARACAS (AK 14) X DG 30,LA CAMPINA,AV. CARACAS,MEDIANA,2001,2083_20210122_Esquema.pdf,2083_20210122_Planeamiento.pdf,2083_20210122_Electrico.pdf,https://drive.google.com/file/d/1JfmxONng-mRR5XwJrnrvWv2skroKh6Le/preview?usp=drivesdk,https://drive.google.com/file/d/1k1uwRRFcS9-yu11cHK6ia3fPqZBKg2tI/preview?usp=drivesdk,,0653e21c-2fcb-4341-8302-7237b3d2ae24
-74.0742592839999,4.61258797600004,640,2084,468,2084,AK 14 X CL 24,SANTA FE,CENTRO 1,ACTROS,SENCILLA,SI,15/01/2001,NORMAL,2702,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,3","1B,2B","22,31",N/A,NO,2021/01/26 00:00:01+00,Conteo,AV CARACAS (AK 14) X CL 24,CASA BLANCA SUR,AV. CARACAS,MEDIANA,2001,2084_20210126_Esquema.pdf,2084_20210126_Planeamiento.pdf,2084_20210126_Electrico.pdf,,,,58d959eb-2e62-419a-8733-68a01e4aeb2a
-74.068876743,4.62585269000004,641,2085,343,2085,AK 14 X CL 37,SANTA FE,CENTRO 1,C900,SENCILLA,SI,15/12/2000,NORMAL,2802,R-TF,DEFINITIVA,EXCLUSIVA PEATONAL,"1A,2A","1B,2B","21,22 (Exc)",N/A,NO,2021/01/22 00:00:01+00,N/A,AV CARACAS (AK 14) X CL 37,QUESADA,AV. CARACAS,MEDIANA,2000,2085_20210122_Esquema.pdf,2085_20210122_Planeamiento.pdf,2085_20210122_Electrico.pdf,https://drive.google.com/file/d/1Pfeze0KjJVccWQNYftIaADvMMvQkgVRm/preview?usp=drivesdk,https://drive.google.com/file/d/1_T3Y05B2TQDkVKei7pFS85U_qA2s9jtR/preview?usp=drivesdk,,800598b6-8135-44a4-acac-98ce73d129d0
-74.075225947,4.61064725600005,642,2086,487,2086,AK 14 X CL 22,SANTA FE,CENTRO 1,ACTROS,SENCILLA,SI,1/12/1993,NORMAL,2702,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,4","1B,2B","21,24,32,34",N/A,NO,2021/01/26 00:00:01+00,N/A,AV CARACAS (AK 14) X CL 22,SANTA FE,AV. CARACAS,MEDIANA,1993,2086_20210126_Esquema.pdf,2086_20210126_Planeamiento.pdf,2086_20210126_Electrico.pdf,,,,3c9e0b37-093e-4c2c-ac2b-82b8fa800a82
-74.076271054,4.60870436200003,643,2088,501,2088,AK 14 X AC 19,SANTA FE,CENTRO 1,ACTROS,SENCILLA,SI,29/08/1978,NORMAL,2702,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,3,4","1B,2B","21,22,23,31,32,34",N/A,NO,2021/01/26 00:00:01+00,"Conteo, Brechas, Cola - Siguiente Intersección",AV CARACAS (AK 14) X AV CIUDAD DE LIMA (AC 19),VENECIA,NO,GRANDE,1978,2088_20210126_Esquema.pdf,2088_20210126_Planeamiento.pdf,2088_20210126_Electrico.pdf,,,,33ce6b33-3092-40a5-9d0b-520100a68705
-74.061334162,4.60282014400002,644,2089,210,2089,CL 22 X FUNICULAR,CANDELARIA,CENTRO 1,ACTROS,DOBLE,NO,16/05/1989,NORMAL,2704,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL","4,5,13,91",N/A,"25,34,213",N/A,NO,2020/09/22 00:00:01+00,Fases por demanda peatones e invidentes,AV JIMÉNEZ (CL 22) X FUNICULAR,SANTA BARBARA OCCIDENTAL,NO,MEDIANA,1989,2089_20200922_Esquema.pdf,2089_20200922_Planeamiento.pdf,2089_20200922_Electrico.pdf,,,,699c7359-9762-4862-a459-f10fd129373d
-74.062338008,4.60329467900004,645,2089,210,2089,CL 22 X FUNICULAR,CANDELARIA,CENTRO 1,ACTROS,DOBLE,SI,16/05/1989,NORMAL,2704,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL","3,3A,8,14",N/A,"23A,214","734, 7213",NO,2020/09/22 00:00:01+00,N/A,AV PATRICIO SAMPER GNECCO (KR 1 ESTE) X AV JIMÉNEZ (CL 22),SANTA BARBARA CENTRAL,AV. CARACAS,MEDIANA,1989,2089_20200922_Esquema.pdf,2089_20200922_Planeamiento.pdf,2089_20200922_Electrico.pdf,,,,003efccb-4d70-4551-8bb9-b03a9fbc9edb
-74.0774926409999,4.60698562100004,646,2090,518,2090,AK 14 X CL 17,SANTA FE,CENTRO 1,ACTROS,SENCILLA,SI,23/03/1995,NORMAL,2702,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,4","1B,2B","21,24,32",N/A,NO,2021/01/26 00:00:01+00,N/A,AV CARACAS (AK 14) X CL 17,SANTA FE,AV. CARACAS,MEDIANA,1995,2090_20210126_Esquema.pdf,2090_20210126_Planeamiento.pdf,2090_20210126_Electrico.pdf,,,,197775a6-eba2-4483-8d86-04aa5c4bf84f
-74.078703887,4.60525109600007,647,2091,526,2091,AK 14 X CL 15,SANTA FE,CENTRO 1,ACTROS,SENCILLA,SI,31/01/1995,NORMAL,2702,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL","1A,2A,3","1B,2B","21,22,23,31,32,33","721, 722,723, 731, 732, 733",NO,2021/01/26 00:00:01+00,N/A,AV CARACAS (AK 14) X CL 15,LAS VILLAS,AV. CARACAS,MEDIANA,1995,2091_20210126_Esquema.pdf,2091_20210126_Planeamiento.pdf,2091_20210126_Electrico.pdf,,,,a400bdfc-3733-4b18-b3a6-5ff2887452bc
